distancia_km,trafico_nivel,clima,tipo_vehiculo,peso_carga_kg,paradas_previas,experiencia_chofer_anios,hora_despacho,costo_envio,consumo_nafta,id_bodega,target_tiempo_entrega
22.33300658314912,alto,lluvia,camion,257.9949173464159,0,23,17,8339.392744546647,8.247245531285987,2,61.18512011628023
3.6834307928595664,bajo,soleado,van,398.0822532931273,5,11,13,4094.604666327087,13.503842046380706,2,56.44450590015048
38.98093909891796,alto,soleado,camion,424.6883117832261,8,7,9,11792.32221585851,7.496932490352383,1,84.7462877443132
36.11622971700578,alto,nublado,moto,409.53399455988887,0,23,17,10549.694840824592,14.76003306597132,3,35.65049603085548
20.74335658421607,medio,lluvia,van,448.4165413179455,1,13,16,11399.012403717808,9.893037665760271,2,11.450196734572614
35.7545146002015,medio,nublado,van,72.03633140323588,6,2,7,2974.925344849688,14.3731268939841,1,16.636394841214628
31.52824573665492,medio,lluvia,van,470.2888076633752,5,3,8,8634.219968369289,9.28826394365263,4,41.90844745032725
38.68065583994972,critico,soleado,van,6.390663315585248,9,1,19,12927.548496302205,8.237989270876298,4,47.4652464519748
16.392992079211183,medio,nublado,moto,128.69609687363229,2,24,14,11273.43818110047,8.624101752088528,2,34.23767463324941
32.890117113902406,alto,soleado,camion,42.93533435919806,1,23,10,13202.723727369155,13.843005825306731,4,50.46192249499195
31.65544503692708,critico,soleado,van,472.82103445058647,6,6,9,4679.358952883598,8.306893862883326,3,58.401510317128576
5.4340251918968665,medio,nublado,moto,212.54389102958532,9,1,16,5729.708676290014,11.693462214597105,1,53.76065626864818
14.766686093643193,critico,soleado,camion,158.319433034268,9,2,13,7736.628178911117,9.698426821245846,2,44.40550988449432
43.14983613510002,medio,lluvia,moto,84.37664430195404,4,10,16,8802.342832722232,14.416711887268477,3,32.311590797471474
8.650473324856424,bajo,soleado,van,78.75313581278631,5,12,10,5278.117243578061,6.59363472071141,1,57.48129523009616
19.598628399103056,alto,lluvia,van,307.3519113354331,8,5,8,6956.0856108273865,9.286568301018422,1,65.72764003506839
12.036552941412667,alto,soleado,moto,24.494999029819336,6,9,9,10931.555153971642,6.246338119031219,2,35.98209445347857
7.869085523701872,alto,lluvia,van,297.57085724054457,3,12,10,10389.957399882978,10.78139341960189,4,27.43213841079723
7.684155886848927,bajo,nublado,van,387.5500367272044,8,8,7,3436.150128014422,9.028991913380777,1,62.31755723688034
18.04980839364433,alto,soleado,moto,300.9064186124575,2,10,14,14814.13435196558,5.609372324844166,1,49.82190677824677
40.37020046061033,alto,nublado,camion,413.4628052549336,3,14,17,9315.687880404004,13.498381097667531,4,49.52407451446759
48.34947863030726,critico,nublado,moto,133.36409332018036,9,20,14,8286.311019637622,8.75514782866439,4,70.78722449599131
29.01998837092303,critico,lluvia,moto,39.50858728821628,2,15,11,14574.2133733538,9.93630740950464,2,18.09898018957397
32.12599017976366,medio,soleado,van,360.7743178448311,9,8,19,3824.282745856394,9.075133354835785,2,41.82066765324382
39.158448491105865,alto,nublado,camion,414.23706480524567,2,9,20,9067.753587290834,9.886526784499662,1,50.66536717106068
33.428256427295864,medio,soleado,van,251.3365917461616,0,5,12,12466.008565154723,5.163251976681008,4,75.22305837795565
42.56776190407705,critico,lluvia,moto,410.4878530543889,4,1,10,7185.747954754537,13.15459529307975,2,44.26188434422726
44.31852108540518,bajo,nublado,camion,229.5016585721779,3,11,17,11571.96099651171,8.323080119461437,2,37.7486921332481
31.75769393600606,critico,lluvia,camion,100.06528932730733,8,22,20,13689.118251392216,12.244617644261435,4,48.25068599485638
27.120073401663934,medio,nublado,van,237.7226147858321,3,4,9,5401.490132666658,5.648867953811317,4,55.96382097664447
20.16151182786106,bajo,lluvia,camion,108.75937382685748,2,6,9,5138.98057966141,10.238252524980911,1,62.88608347595281
23.617452434238835,bajo,soleado,moto,236.5437538232148,5,17,19,6688.911960215174,14.087919720707374,4,67.06176211947673
17.92743944276379,bajo,nublado,camion,74.6282280302883,9,4,10,7439.739645298771,8.982480355036875,2,16.305847735778414
21.921350137005923,medio,nublado,moto,93.59547364188307,4,5,19,3443.5768241460846,6.972590100840305,4,33.4904864127748
45.0857829735147,bajo,soleado,moto,441.5734699731034,3,22,12,5006.75710868451,5.990811571150973,3,57.95278844400162
48.64622270983803,critico,nublado,moto,58.81323212217498,0,14,8,13351.9643407494,13.590879634880926,1,48.910676244760175
18.71515902464419,critico,lluvia,van,112.91286576760623,2,21,12,9365.684051661456,7.388062273596175,4,51.53066736993685
11.808912395447358,medio,nublado,van,497.7645052602052,3,18,14,5481.663776478831,14.750711114986512,1,35.6198965545178
4.83133842945572,critico,nublado,van,288.4332395293025,9,3,15,14266.73163466457,7.478227833279077,4,48.60994994950222
42.009617254209225,medio,nublado,camion,293.3237893625734,7,21,19,12066.04434208854,9.809909957427998,3,41.52289595071997
43.66263449105397,medio,lluvia,camion,422.6404673347441,8,11,10,6711.59453641617,9.579941317991668,2,52.11841067518132
23.07313360351699,bajo,soleado,camion,262.63549860798975,7,15,11,11950.757250679062,5.6200961936650735,2,52.62866776582766
27.57847278283841,medio,lluvia,van,111.66919478824391,8,7,14,9748.679772802056,10.31839419817448,2,49.86924907081128
37.25124105019688,critico,lluvia,moto,211.8108115940913,9,4,16,10889.63880983706,11.72640979688537,1,49.12512524515432
19.416779155175703,medio,nublado,moto,377.74562556160055,0,6,8,6178.841079157724,12.421356632912186,2,42.45571477176888
10.873017153818722,bajo,nublado,van,436.35177078325165,0,10,16,4723.44073604908,10.225917563109292,2,68.83878533332962
6.61946725035912,medio,soleado,moto,137.3287086741493,2,7,8,5296.5484624034125,13.125851651213528,1,61.7799976340577
12.526818879434126,bajo,nublado,moto,131.72565680545745,3,3,15,3088.547976988901,12.520975018439174,1,45.83147430933717
32.62136730737454,bajo,lluvia,van,164.47649489769003,1,15,17,8123.489033107759,6.939743120872209,2,57.89163351868866
18.03656651171383,bajo,nublado,moto,298.5091392282327,9,21,12,7281.032670900608,9.016016818985069,4,75.41697462227287
43.51746335286136,medio,nublado,van,139.97602373756624,6,16,16,2033.0157405506327,6.4258185120871065,3,31.44976519767323
5.289678759854505,medio,soleado,camion,446.67532580483567,8,21,15,13132.76667018902,6.334236537709215,1,34.52949207250964
21.40212547198823,alto,lluvia,moto,489.0257867694407,5,3,19,10864.299845792242,12.121273546232116,3,46.28990270251347
13.59115905411293,alto,lluvia,van,339.8808413248228,3,24,16,7807.634974099309,10.304591323775847,3,49.70065340164086
44.49714567797746,alto,soleado,camion,485.1795483300703,5,23,13,14571.275930007909,11.009498084781026,1,36.9865416238382
40.50447109896154,bajo,lluvia,moto,144.6373837811356,0,12,19,14227.040932516791,12.321842832725892,3,55.585146095435846
49.23111728950359,critico,lluvia,camion,407.770006239586,5,5,11,3236.260069702378,7.772349321617468,4,43.774725148352495
6.844369075621687,alto,nublado,moto,339.54387528253415,3,5,18,9996.810099534709,9.013619586526556,2,61.3934792704499
39.32993730321739,medio,soleado,camion,132.3327235013545,2,1,15,12621.292279578682,11.068030889836209,4,34.98357918913436
7.167217816011596,bajo,soleado,camion,159.885232842089,5,24,15,4248.374062074323,5.966289814183612,3,32.10796245639374
8.596155169915699,bajo,nublado,moto,244.8242075851892,8,6,8,3663.5069412266953,13.33054081195257,2,42.070554614952975
2.9203695330238864,medio,soleado,van,396.030024930723,7,15,14,5377.111127321356,8.43449624188876,1,42.73701717915539
23.7706855893328,alto,soleado,camion,436.2389123334437,7,21,14,5635.72488979043,11.587529840348395,4,31.56414042465513
7.168204341207658,alto,nublado,van,317.3395748320016,8,13,8,14544.79995845974,14.955649018568158,2,46.59165183274341
18.06917145782377,critico,nublado,camion,361.0666097399406,5,7,16,12146.205297427596,9.753624453773156,1,35.17448228135101
14.533766099257814,medio,lluvia,camion,132.6609192698712,7,18,13,2776.592756936511,7.150484492890988,4,73.49709683974822
48.84138686568539,medio,lluvia,moto,370.794703339308,6,19,7,12224.2584473993,7.164333987818479,4,44.10650534332557
33.254880765225046,alto,nublado,camion,302.8849266828132,0,21,11,4205.313738505663,5.603762161859804,4,50.525249152037134
21.11234796524701,critico,soleado,camion,112.23753171789885,5,6,11,6644.145446471869,12.6708230099646,4,26.30815315537749
44.044232885327176,critico,nublado,van,475.1432988295975,3,8,16,6140.754897855748,7.934313400920273,3,53.252374625582085
4.128385883370086,medio,nublado,van,256.9169450980138,2,3,11,5540.960432492536,6.727257625360824,1,32.91379392697483
17.378629366114918,alto,nublado,van,397.436547710363,2,17,8,6013.854424663354,12.136960338155216,2,58.70839357619475
26.21504577177817,medio,lluvia,moto,263.2807706368752,9,14,20,11804.619871902712,8.09136641414134,1,21.89536142509564
3.63990444367589,alto,nublado,van,466.5354214519164,7,20,9,5465.200646517106,11.00468947664389,3,44.52365958199865
8.147080297656105,medio,soleado,moto,71.49841293426137,0,14,19,12409.413260170704,9.17826213835339,3,60.49265688506716
44.85732974404177,bajo,nublado,moto,273.5311582595083,6,2,12,3183.2208207273416,8.3415272967977,2,47.63431320937156
9.801673432756576,bajo,nublado,van,13.552346027866037,9,4,7,9737.2088473133,9.894295955389598,2,42.90067111401584
46.16118815666101,critico,nublado,camion,99.49940267651893,3,9,20,13219.011346105111,8.137932393721972,1,65.05359424940426
5.707433022377544,bajo,lluvia,camion,141.23222579725163,0,23,18,3030.8632026259365,13.70564919142517,4,32.683157858734674
44.5225332702529,medio,soleado,van,236.83242547757607,1,16,12,10253.54049275056,5.730403044251241,2,27.440301754288026
23.231869728307448,alto,soleado,camion,410.2661560546241,6,23,20,8651.017772700914,5.301536249469045,1,29.34436391155048
29.090004348314288,alto,lluvia,moto,233.8605957826797,9,1,12,6315.234750183549,9.063930273835194,2,29.914485363342976
14.79949285827851,alto,lluvia,van,281.0324125546887,0,2,13,3308.768990371748,6.728436349889824,3,51.23404327106605
14.393645649382757,bajo,lluvia,moto,462.1031259799739,5,23,15,10794.308851685038,12.43726455022875,3,40.4823791366521
25.114538952409205,bajo,soleado,van,378.5096997865285,3,12,15,6021.913536036009,8.534339107231457,4,59.752692905437065
18.43455807091529,alto,soleado,camion,26.051490719486896,2,16,10,6405.947462703146,7.614377121620938,4,51.90768408356874
4.8071203112334855,medio,nublado,camion,89.05483277005683,6,21,8,11328.70555780907,8.593814632028295,4,50.47769260605867
18.33047865777215,medio,soleado,moto,20.070538553502345,8,23,11,14289.596330643388,7.19483931310026,4,18.95451071353088
13.480603196413334,critico,lluvia,camion,35.459074128463925,4,15,7,6337.286778316783,7.996524789998452,2,53.586959881879736
42.63233557634985,alto,soleado,camion,170.08854619198584,5,19,19,11707.529959905924,10.679852853703764,1,63.74190199083177
42.08789026175539,alto,soleado,moto,364.2013934292606,6,24,18,14435.917356872484,13.640325459584211,3,46.55195367660546
7.932492539641873,medio,soleado,moto,122.9320934925231,9,20,20,3271.75035316816,8.708693589167806,1,30.499725646105425
36.773387509732814,alto,soleado,moto,196.7508449732973,5,24,18,8879.625340179613,8.206717772441303,3,21.715856560290472
23.09110283710812,critico,nublado,van,197.54345606036608,5,6,19,2145.13635546449,12.817898786449064,2,59.93958734644964
43.55681580931206,medio,lluvia,moto,295.56296862080467,2,22,11,12727.314400423817,5.224263835579562,2,46.531788838140976
14.425462217950304,medio,soleado,van,446.5665845753538,2,20,18,5729.579117773776,8.020763254118233,4,24.60723247022221
5.317718221086892,bajo,lluvia,van,491.6304144318645,4,19,16,6325.977418323795,9.52170818544234,2,50.72958599362264
40.22435166267672,critico,lluvia,van,302.70087119961283,6,15,19,10934.730197224691,11.006616768491083,3,44.674013246312896
43.54955726335666,bajo,soleado,moto,253.03016943948168,5,4,9,12259.337585726536,6.560615297786937,4,68.83908533297453
42.18504574323479,critico,nublado,van,341.25596683156635,1,16,20,7199.873265550969,9.328543980552912,2,32.92263302788647
17.13568127262051,bajo,nublado,camion,334.3475924635892,2,11,13,10651.760877157045,10.663004668819044,2,50.59161182271914
2.5123994062330937,alto,nublado,moto,262.44898547526225,4,7,13,14432.607348185697,10.102504584736025,2,62.794407840829976
7.841160968738096,medio,soleado,moto,368.74119310993046,6,24,9,13529.729841394264,10.745510780465697,1,51.92213977735145
46.049074691410986,alto,soleado,van,246.1444300894684,5,2,11,11116.8234152372,11.62398267461522,2,42.64419715039457
18.83939094920316,alto,soleado,moto,498.2327546997711,9,7,15,14259.830561034789,8.793726691315218,1,39.93982369172107
44.1302081073264,critico,soleado,van,25.44965442000609,2,23,10,13387.194628367952,5.636357417759927,4,40.31889444000559
49.05984379671021,critico,soleado,moto,222.1645952619419,6,12,8,11477.117948942465,5.555562823062534,1,37.39144130742358
20.389973272924625,critico,lluvia,van,199.1151476088855,4,14,9,13924.22086769123,13.587146470198228,3,34.48968833986827
39.0458562356376,alto,lluvia,moto,385.3816745164892,9,15,17,12626.076034757234,11.774192168285452,2,62.05446031552545
9.286608413976635,medio,soleado,moto,96.22185284730024,3,20,7,8529.303279341368,12.641846825172538,4,60.73152325398471
19.80369042556012,bajo,nublado,van,217.60367350585528,5,7,11,8529.664741306904,14.288046199302022,3,55.91836201743653
35.55394271921501,critico,lluvia,camion,349.2743237908503,1,18,15,2114.280275327553,12.505444033056378,2,48.32358554387328
11.14840780722166,medio,soleado,moto,301.9927412920888,6,11,8,2393.2465424800653,11.923012684145627,1,47.81854576547146
16.670000721709307,medio,soleado,camion,273.0157939068325,1,10,19,11700.958734611026,11.557585389064013,3,21.52640907351476
28.62754128336806,critico,lluvia,camion,218.0426110705078,6,14,9,9211.995701946184,7.585733846758108,1,55.44794564121784
34.86937182279377,alto,lluvia,moto,376.2523913217356,7,3,9,11892.455556529923,14.572940717475577,2,45.19055090326577
18.487064056719426,alto,soleado,moto,323.56613882722525,1,18,13,14345.616649577414,10.420443080659696,3,27.04567383605272
19.463398070118448,bajo,nublado,van,437.4808016476609,7,12,18,7882.898522364382,7.220738946186072,2,60.72598811999302
6.383542441863527,medio,soleado,van,366.766444338472,6,21,16,3149.792811961254,7.098262110728031,3,42.57481623501634
49.21904124163088,bajo,lluvia,camion,71.06337466042386,2,1,13,10145.272750172808,13.152659114940398,2,56.2454455681556
30.999570358795083,alto,lluvia,van,310.14948284054583,6,13,17,3296.539560948348,7.502086014562797,1,51.58797033825222
26.986050709126268,alto,soleado,van,23.224678180357937,0,2,7,10076.938884748672,5.414263978758418,4,31.40900393950062
11.356310648827874,bajo,lluvia,van,194.2980602841508,1,15,9,8860.60497099326,9.284122728346471,1,56.1956581912081
24.91348502615208,bajo,soleado,van,206.55691565416623,4,11,7,11258.82235595778,13.17350454732878,4,34.982533194662295
22.91824665453265,medio,nublado,moto,427.5865688134671,8,6,15,6562.4742424871965,9.144396411860091,3,20.03708952889392
13.6693922490549,bajo,nublado,van,91.00548168180016,0,6,20,3870.203412716201,13.03547577601934,2,56.14556099815197
22.86744980216964,bajo,soleado,camion,322.1272109567194,4,24,20,5070.736443415639,13.272109757617002,2,48.00614058822845
10.972981862265904,medio,lluvia,moto,97.0011242702336,5,23,13,10887.246541475964,13.577071627894076,1,46.68500196517005
35.801031696794226,alto,lluvia,moto,474.38640544769936,2,12,20,8216.152569286898,10.888998407660209,4,56.34435485913895
45.53047164439912,medio,nublado,camion,265.2189693914585,4,16,19,9030.627250350062,11.994707701724256,4,27.79858267135108
1.1268600440769403,alto,lluvia,moto,354.39866864941064,1,16,11,6198.979491341876,7.618590608365759,3,30.722577775589144
28.256564778784966,alto,lluvia,moto,323.62614984802656,7,10,13,12877.128186386684,5.99697943016393,2,28.31437094163421
36.883646650956,bajo,soleado,camion,152.51562346097467,2,17,9,14992.91603479247,10.327805241800846,4,37.917944861977226
45.45259418338181,critico,nublado,van,450.6976824511403,4,20,9,6058.679407829066,5.105818925979943,4,50.00527519435887
18.56261354534509,bajo,nublado,moto,313.99708568911586,0,23,7,11342.47095241004,9.657378509523667,2,75.5754775959996
45.4504393632425,critico,soleado,van,255.6486916793733,4,2,11,4224.303174650029,6.020936200695758,1,41.36087695163621
41.45207856874816,critico,soleado,camion,264.6519860313348,0,13,13,11651.61517046273,6.084202998050645,2,47.45183404976736
26.73551701325198,bajo,nublado,moto,445.4545715469599,8,17,9,7601.067823441959,13.707834158854489,4,23.596585469579047
13.590208433281258,bajo,nublado,van,30.50061694430078,1,9,11,9868.97397360746,11.405181923060354,1,36.76450851552174
32.98800512197313,bajo,soleado,camion,195.14198395345247,5,15,16,5088.288203362891,11.452342986480478,3,14.147942628176963
13.767364219117058,critico,nublado,moto,420.97213638168745,8,7,7,13071.53755804748,9.044766754891604,2,79.18460436679082
18.093481431674963,alto,nublado,moto,19.72010821592223,2,13,20,4253.359003072586,9.132543239375131,2,16.62292467211036
23.882470366627505,critico,lluvia,van,319.95142844174563,5,10,13,14071.87072957974,8.03107692809311,1,37.23643510946826
25.40080866729533,medio,nublado,moto,202.22882738679365,0,22,19,2796.228778889928,9.3435853329208,4,42.84452946137272
10.268206207318094,bajo,soleado,van,103.087151780513,6,23,17,5743.760142119614,10.871250614068568,1,71.52729532667362
34.996311318313964,critico,lluvia,van,306.0910287612459,1,18,14,9318.291469706885,6.865890577064796,2,48.35749855559413
49.60389175425165,critico,lluvia,moto,415.69944049473946,4,10,14,13160.091588013,7.616834469179223,1,23.93004583599799
12.949650961387364,alto,nublado,camion,234.20243761878496,4,18,7,9501.32313748532,9.947539361782011,1,40.472269351951056
28.172452866697228,bajo,lluvia,moto,74.22195732108648,0,14,10,4809.47797588213,8.847803020255192,3,45.91451504025496
23.281062564975453,medio,soleado,camion,153.76945869115937,6,19,15,13167.43402423454,13.194865134900532,4,35.31741146780181
16.08116546058269,alto,soleado,van,490.6952717744595,3,22,8,9750.107440032538,13.216870270768132,1,33.86555559566998
21.569232051252257,critico,nublado,van,56.434851475204894,3,1,7,5020.510607170707,8.359920408309799,2,32.77486161443881
36.90340050415303,critico,nublado,moto,81.19679507263812,6,4,12,9303.96630543176,9.507952800131594,1,33.206902913763386
21.322238344498142,medio,soleado,moto,495.0987461070257,9,24,20,10778.890401755703,14.765874980571835,4,31.03167533989228
25.831357150313583,critico,soleado,moto,441.16861042027097,0,24,19,10846.856916424687,13.27476083286064,4,31.556442173256045
24.384729013991954,critico,nublado,van,353.8572436231378,5,14,19,11412.059916066317,7.156604164735708,2,39.83361036144862
28.206281556597308,bajo,soleado,moto,76.34064347705603,0,5,17,13644.59449514734,7.802289772207311,4,56.002084013858536
15.26840698400052,alto,nublado,camion,121.03402577595524,5,23,17,12722.68663969127,5.834803382416366,2,25.65877602147511
25.97539322273642,medio,lluvia,camion,90.91091982858616,9,5,7,9900.061022736614,11.7782314261733,4,32.57275266097055
7.607221406481409,bajo,lluvia,van,315.8464726502873,1,20,12,2418.1502707826216,8.16895300034324,1,45.57521399713836
37.327827032519664,bajo,nublado,van,200.03557498245172,9,22,7,11743.79079094482,10.365951871199169,2,52.57816996322124
6.435298301040838,alto,nublado,moto,24.84178896135174,0,14,12,14674.472494439324,12.681422819183808,4,66.95111320460462
39.4630019404857,bajo,nublado,moto,146.35485906052554,7,8,15,5972.366075041296,13.360350673796887,3,55.30463493455578
41.45148820634191,critico,soleado,camion,430.46595980626097,6,12,19,9889.682019275278,8.253643440735857,3,47.04177726741282
1.934056352309132,medio,nublado,camion,398.22512437391737,1,17,11,11992.665918543566,7.372469370744136,2,44.27574017028236
41.71111751481378,bajo,nublado,van,321.86289018063786,1,3,10,10308.15673295703,13.485363726118605,3,42.84382204551002
32.76028467451022,medio,lluvia,moto,43.68621358287562,4,4,14,13993.135622272945,8.812708115929379,1,27.22971334080021
5.748564791085004,medio,nublado,moto,441.5126187506348,3,5,10,8153.419475693998,13.219981403791955,1,50.60987845784483
49.89809811240345,medio,nublado,moto,267.7243865653792,3,1,10,8914.008091329048,6.497631506414681,4,38.15010750814203
31.15787335683092,critico,lluvia,moto,247.79342900499347,8,24,17,2497.1640747697743,14.119094103760249,1,46.96613506364755
20.642011966024302,medio,soleado,camion,467.09772491412974,0,2,19,13702.877058584898,9.831256571279342,2,30.675841644594414
44.37550777113456,alto,nublado,moto,5.413169435613488,9,5,15,5409.67655438084,6.7013339000182,1,43.2958821609176
3.039532446408881,medio,nublado,camion,278.3927062105518,8,19,7,14719.473965825478,10.350681502624544,4,30.77347826435139
36.14980045741319,critico,nublado,van,395.8309512031644,2,5,18,4627.382706540739,13.700159819292615,1,52.6811140452028
8.042578203000836,critico,nublado,moto,32.78154685310156,7,22,9,5294.9238195342,8.893250687590909,4,40.815787398178685
28.07251713998221,alto,lluvia,camion,179.22886164001977,4,13,17,8300.133243127319,6.780615069645663,2,47.316473495775
5.701153422649263,alto,lluvia,camion,488.7651070753337,9,5,10,10586.500998006815,10.765561651617974,3,38.09551746784494
34.27814150405253,critico,lluvia,camion,106.68123977666718,2,8,14,7728.639900861144,13.34467111582599,1,54.98611266824461
23.781492219569195,critico,nublado,moto,266.0585372695717,8,21,7,6573.614910523873,6.213537760356517,4,50.012572041217794
1.328352128564129,alto,soleado,camion,373.288443991243,8,9,9,9021.130710672776,5.414083076526115,2,32.11540878455269
4.498507570935472,critico,nublado,camion,195.79655240096085,7,15,20,14457.878134573324,5.562934935818436,3,30.91858479904061
35.448913196846725,bajo,nublado,van,204.52875008221028,2,3,20,14505.375950953256,7.304887197004559,3,57.70785024957206
20.573432433676203,medio,soleado,moto,32.570907699531446,2,1,8,6264.582251519131,5.073020012735244,3,10.266271823210936
33.93549161770461,critico,nublado,camion,95.8565808619046,9,20,12,10842.062333525706,9.286727694012878,1,65.32583277832516
20.102340435549905,critico,lluvia,camion,440.4240035322785,9,7,18,11384.859860889776,11.977494539209168,3,33.761999650197474
18.722711179876946,critico,lluvia,moto,409.3405025679587,2,13,15,10494.422667397632,12.10458189271282,3,54.35587407337869
42.89078709628171,bajo,soleado,moto,153.0146226092711,5,3,16,3469.1333049332843,11.367115232411065,3,50.27613642549534
42.88557461323721,medio,lluvia,camion,191.47393819148016,1,10,19,9013.18347170682,7.962001345950068,1,39.19735758125066
46.069358585312784,alto,soleado,moto,220.7648013874009,8,24,15,11922.270898999634,12.359377057084178,2,49.1908353070796
41.32803981611458,bajo,soleado,moto,173.6258705088605,1,18,16,4610.524234269076,10.7648756762494,3,45.56082460919473
7.244177981064807,bajo,nublado,moto,327.3019403860325,9,16,11,6526.714795037305,13.611791967673655,2,56.13258730749486
4.258146559994297,alto,lluvia,moto,7.401387004942535,7,9,9,4649.405706897059,9.780055155192784,3,33.073706523555806
